,id,publisher,title,author,published_utc,article_url,tickers,description,amp_url,image_url,keywords
20,CP8WHcC-rL4Xd292hNa1xogGWCYp8l5SlQDOI3lzUW4,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",NASDAQ Drops More Than 2.5% to Begin Week,Jim Giaquinto,2021-05-11T14:15:00Z,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-ZC-FT-zucommentary-29332,"['TSLA', 'EYE', 'PII', 'TTD', 'INFL', 'ICLN', 'NVTA', 'PACB', 'UFS', 'THC', 'NUE', 'DOW', 'OLN', 'KBH', 'KBR', 'BLMN', 'CNHI', 'COMM', 'FLR', 'KSS', 'MPC', 'STLA', 'UNFI', 'FB', 'AMZN', 'NFLX', 'AAPL', 'GOOG', 'MSFT', 'BABA', 'DIS']",NASDAQ Drops More Than 2.5% to Begin Week,,,
21,792OjqFWMzbkZZ4d7LoipfPlkK2bWm4NoGdClAeAF28,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Viper Energy (VNOM) Shares Gain 2.8% Despite Q1 Earnings Miss,Zacks Equity Research,2021-05-11T15:59:00Z,http://www.zacks.com/stock/news/1536280/viper-energy-vnom-shares-gain-28-despite-q1-earnings-miss?cid=CS-ZC-FT-analyst_blog|earnings_article-1536280,"['SU', 'DVN', 'MPC', 'VNOM']",A decline in oil-equivalent production volumes and higher expenses hurt Viper Energy's (VNOM) Q1 earnings.,https://www.zacks.com/amp/stock/news/1536280/viper-energy-vnom-shares-gain-28-despite-q1-earnings-miss,https://staticx-tuner.zacks.com/images/articles/main/52/300.jpg,
22,WdrlVvorn8zx20FVVtdJFM0VY54QJPu3BqQRlUoY_h0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",The Colonial Pipeline Outage: Here's What You Need to Know,Nilanjan Choudhury,2021-05-13T11:15:00Z,http://www.zacks.com/stock/news/1545413/the-colonial-pipeline-outage-heres-what-you-need-to-know?cid=CS-ZC-FT-analyst_blog|industry_focus-1545413,"['TOT', 'VLO', 'RDS.A', 'AAL', 'PBF', 'MPC', 'KMI']","Industry observers believe that PBF Energy (PBF), a refiner with a large footprint in the Northeast, could benefit from the Colonial Pipeline downtime, while Marathon Petroleum (MPC) could lose millions in revenues.",https://www.zacks.com/amp/stock/news/1545413/the-colonial-pipeline-outage-heres-what-you-need-to-know,https://staticx-tuner.zacks.com/images/articles/main/04/1137.jpg,
23,SvNR9wuFywM2xRqKI5c0jnf6tGStZLf1lEqSd_HwGcY,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","The Zacks Analyst Blog Highlights: QUALCOMM, Applied Materials, General Motors, Sony and Marathon Petroleum",Zacks Equity Research,2021-05-13T12:56:00Z,http://www.zacks.com/stock/news/1545579/the-zacks-analyst-blog-highlights-qualcomm-applied-materials-general-motors-sony-and-marathon-petroleum?cid=CS-ZC-FT-press_releases-1545579,"['GM', 'AMAT', 'QCOM', 'MPC', 'SONY']","The Zacks Analyst Blog Highlights: QUALCOMM, Applied Materials, General Motors, Sony and Marathon Petroleum",https://www.zacks.com/amp/stock/news/1545579/the-zacks-analyst-blog-highlights-qualcomm-applied-materials-general-motors-sony-and-marathon-petroleum,https://staticx-tuner.zacks.com/images/articles/main/25/3502.jpg,
24,M5F6QqPsMkW5chfx8udk8bU46aVqut2kTZg53-xqs3k,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Petrobras (PBR) Places $2.3B FPSO Order to Keppel Shipyard,Zacks Equity Research,2021-05-13T13:38:00Z,http://www.zacks.com/stock/news/1546034/petrobras-pbr-places-%2423b-fpso-order-to-keppel-shipyard?cid=CS-ZC-FT-analyst_blog|company_news_-_energy_sector-1546034,"['PBR', 'OII', 'MPC', 'REI']","Petrobras (PBR) awards a contract to Keppel Shipyard to build an FPSO vessel, which will have a distillation capacity of 180 thousand barrels of oil and 7.2 million cubic meters of gas per day.",https://www.zacks.com/amp/stock/news/1546034/petrobras-pbr-places-23b-fpso-order-to-keppel-shipyard,https://staticx-tuner.zacks.com/images/articles/main/71/2606.jpg,
25,FGu9cUW2iXAHq0PfMV1nmQgOxzE7oewIZLTrz5eUixE,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","The Zacks Analyst Blog Highlights: Royal Dutch Shell, Valero Energy, PBF Energy, Kinder Morgan and Marathon Petroleum",Zacks Equity Research,2021-05-14T11:19:00Z,http://www.zacks.com/stock/news/1550432/the-zacks-analyst-blog-highlights-royal-dutch-shell-valero-energy-pbf-energy-kinder-morgan-and-marathon-petroleum?cid=CS-ZC-FT-press_releases-1550432,"['VLO', 'RDS.A', 'PBF', 'MPC', 'KMI']","The Zacks Analyst Blog Highlights: Royal Dutch Shell, Valero Energy, PBF Energy, Kinder Morgan and Marathon Petroleum",https://www.zacks.com/amp/stock/news/1550432/the-zacks-analyst-blog-highlights-royal-dutch-shell-valero-energy-pbf-energy-kinder-morgan-and-marathon-petroleum,https://staticx-tuner.zacks.com/images/articles/main/43/1420.jpg,
26,S_yOI3ciDzEVnjHxECkUgnvkhyJurP9sSOqJgttXWlQ,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Marathon (MPC) Closes Divestment of $21B Speedway Business,Zacks Equity Research,2021-05-17T16:25:00Z,http://www.zacks.com/stock/news/1566342/marathon-mpc-closes-divestment-of-%2421b-speedway-business?cid=CS-ZC-FT-analyst_blog|company_news_-_energy_sector-1566342,"['CLR', 'MPC', 'MTDR', 'WLL']",Marathon Petroleum (MPC) will use $2.5 billion of the Speedway sales proceeds to repay its long-term structural debt.,https://www.zacks.com/amp/stock/news/1566342/marathon-mpc-closes-divestment-of-21b-speedway-business,https://staticx-tuner.zacks.com/images/articles/main/bb/185.jpg,
27,liRE0QoRvLPxs_rtCfyjI4j2ZhpbikxEfEImY-x36Zc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Do Options Traders Know Something About Marathon Petroleum (MPC) Stock We Don't?,Zacks Equity Research,2021-05-18T12:52:00Z,http://www.zacks.com/stock/news/1570471/do-options-traders-know-something-about-marathon-petroleum-mpc-stock-we-dont?cid=CS-ZC-FT-tale_of_the_tape|options-1570471,['MPC'],Investors need to pay close attention to Marathon Petroleum (MPC) stock based on the movements in the options market lately.,https://www.zacks.com/amp/stock/news/1570471/do-options-traders-know-something-about-marathon-petroleum-mpc-stock-we-dont,https://staticx-tuner.zacks.com/images/articles/main/43/1420.jpg,
28,cl6LKBirbTKkRAP7_beKOw2-Qx0v3gNHqKNvOa4aNFo,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Company News for May 18, 2021",Zacks Equity Research,2021-05-18T13:39:00Z,http://www.zacks.com/stock/news/1570713/company-news-for-may-18-2021?cid=CS-ZC-FT-corporate_summary-1570713,"['UAL', 'MPC', 'HOME', 'APLS']","Companies In The News Are: HOME, MPC, UAL, APLS",https://www.zacks.com/amp/stock/news/1570713/company-news-for-may-18-2021,https://staticx-tuner.zacks.com/images/articles/main/43/1420.jpg,
29,ePyDFU3ssFRuHp_xWLW7vgkNRg9LSLC2xHXtO1F_Yo8,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/benzinga.ico'}","Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",Wayne Duggan,2021-05-18T16:35:31Z,https://www.benzinga.com/news/21/05/21180542/q1-13f-roundup-how-buffett-einhorn-ackman-and-others-adjusted-their-portfolios,"['EEM', 'AMCX', 'AAP', 'LBRDK', 'LH', 'GDX', 'ELAN', 'AER', 'UBER', 'LOW', 'GLD', 'FB', 'BMY', 'WLTW', 'MRK', 'XLE', 'BLMN', 'C', 'MU', 'ACIW', 'BABA', 'CHK', 'VIAC', 'NCR', 'AMZN', 'GOOGL', 'CMG', 'EHC', 'NKE', 'EBAY', 'ABBV', 'CVX', 'BHC', 'OXY', 'EHTH', 'ATH', 'DAN', 'STNE', 'PCG', 'TEN', 'GOOG', 'FOXA', 'DDS', 'CTVA', 'THS', 'INTC', 'TWTR', 'DIS', 'FUBO', 'VZ', 'LBTYA', 'HLT', 'DPZ', 'PLTR', 'WFC', 'MSFT', 'BOX', 'DVN', 'XRX', 'NFLX', 'SYF', 'FE', 'AON', 'QCOM', 'GPRO', 'GM', 'HHC', 'SBUX', 'GRBK', 'HLF', 'MPC', 'A', 'QSR', 'KR']","The latest round of 13F filings from institutional investors is out, revealing to the world the stocks that some of the richest and most successful investors have been buying and selling.
Takeaways From 13F Season: Investors who follow particular fund managers can easily look up what each was buying and selling in the quarter, but other investors may be more interested in overall themes from 13F filings. The first quarter of 2021 was a big quarter for the S&P 500, and investors were likely interested in what top managers were buying and selling to kick off 2021.

Google parent Alphabet has the attention of fund managers, with Tepper selling and Soros and Klarman buying.
ViacomCBS had a volatile quarter in part due to the unwinding of Archegos Capital, and fund managers took notice. Tepper and Soros were buying, while Klarman was selling.
Buffett continued selling financial stocks and drug stocks and reversed course by selling Chevron just one quarter after taking a stake in the oil giant.
Several fund managers traded ETFs to play particular themes. Despite inflation fears, Einhorn sold the GLD gold fund while Soros reduced his exposure to emerging markets by selling the EEM fund.

Here’s a rundown of how the smart money was playing some of the most popular stocks last quarter.
Related Link: Why Stocks Could Be 'Dead Money' For The Next Few Months 
David Einhorn’s Greenlight Capital
Notable Q1 Buys/Increases:

GoPro Inc (NASDAQ: GPRO)

Notable Q1 Sells/Reductions:

Green Brick Partners Inc ...Full story available on Benzinga.com",https://amp.benzinga.com/amp/content/21180542,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/wall-street-4847634_1920_1.jpg,"['News', 'Hedge Funds', 'Small Cap', 'Top Stories', 'Markets', 'Trading Ideas', 'General']"
30,92eCcacscSU63C0WDfY3wq0yaPw8MGnOcsuXCd_Trsc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Oil & Gas Stock Roundup: Occidental's Q1 Earnings, Shell's Oil Find & More",Nilanjan Choudhury,2021-05-19T12:13:00Z,http://www.zacks.com/stock/news/1575777/oil-gas-stock-roundup-occidentals-q1-earnings-shells-oil-find-more?cid=CS-ZC-FT-analyst_blog|stock_roundup-1575777,"['RIG', 'RDS.A', 'OXY', 'MPC', 'BCEI', 'LPI', 'XOG']","Occidental Petroleum (OXY) reported March-quarter earnings, Royal Dutch Shell (RDS.A) announced an oil discovery in the deepwater Gulf of Mexico and Marathon Petroleum (MPC) concluded the $21 billion sale of its retail business Speedway.",https://www.zacks.com/amp/stock/news/1575777/oil-gas-stock-roundup-occidentals-q1-earnings-shells-oil-find-more,https://staticx-tuner.zacks.com/images/articles/main/4e/301.jpg,
31,9UwjFxZeCYeDr2CEFjSQS5ZnqoxsxEOiE0DZSJq4qZk,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",Tracking Seth Klarman's Baupost Group Holdings - Q1 2021 Update,John Vincent,2021-05-20T06:36:04Z,https://seekingalpha.com/article/4430095-tracking-seth-klarmans-baupost-group-holdings-q1-2021-update?source=feed,"['ADV', 'AGCB', 'AJAX', 'AON', 'ATRA', 'AVAN', 'BSN', 'CGEM', 'CLNY', 'DGNS', 'DGNU', 'EBAY', 'FB', 'FNCH', 'FNF', 'FOX', 'FOXA', 'GOOG', 'GOOGL', 'GTX', 'HZON', 'IIAC', 'INTC', 'LBTYA', 'LBTYB', 'LBTYK', 'LMACA', 'LSXMA', 'LSXMB', 'LSXMK', 'MPC', 'MU', 'NUVB', 'NXST', 'PCG', 'PEAK', 'PSTH', 'QRVO', 'RBAC', 'RTP', 'RTPY', 'RTPYU', 'RTPZ', 'SKIN', 'SKINW', 'SSNC', 'SVFA', 'SVFAU', 'TBIO', 'TBPH', 'TMQ', 'VIAC', 'VIACA', 'VIACP', 'VRNT', 'VRTV', 'VSAT', 'WLTW']",Seth Klarman’s 13F portfolio value increased from $10.84B to $12.56B this quarter. Read more to know Baupost Group's top increases and decreases in stakes of individual stocks.,https://seekingalpha.com/amp/article/4430095-tracking-seth-klarmans-baupost-group-holdings-q1-2021-update,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/166689266/medium_image_166689266.jpg,
32,vPc0DpI9s8o34k5cSuCOCgj0Yir9zEzfdpuPNHWjRf8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Strong Start to the Week for Tech; NASDAQ Jumps 1.4%,Jim Giaquinto,2021-05-25T14:15:00Z,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-ZC-FT-zucommentary-29495,"['CAMT', 'GES', 'FLO', 'GPK', 'OII', 'TEN', 'MPC', 'UNFI', 'USFD', 'ANF', 'X', 'KSS', 'BERY', 'BLMN', 'CNHI', 'FB', 'AMZN', 'AAPL', 'NFLX', 'GOOG', 'MSFT']",Strong Start to the Week for Tech; NASDAQ Jumps 1.4%,,,
33,tYMmr_DukiExnu65swKEeubX28N5XBk0vNe6iY2QBsk,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Marathon Petroleum (MPC) Shows Fast-paced Momentum But Is Still a Bargain Stock,Zacks Equity Research,2021-05-27T12:50:06Z,http://www.zacks.com/stock/news/1613672/marathon-petroleum-mpc-shows-fast-paced-momentum-but-is-still-a-bargain-stock?cid=CS-ZC-FT-tale_of_the_tape|fast_paced_momentum_at_a_bargain-1613672,['MPC'],"If you are looking for stocks that have gained strong momentum recently but are still trading at reasonable prices, Marathon Petroleum (MPC) could be a great choice. It is one of the several stocks that passed through our 'Fast-Paced Momentum at a Bargain' screen.",https://www.zacks.com/amp/stock/news/1613672/marathon-petroleum-mpc-shows-fast-paced-momentum-but-is-still-a-bargain-stock,https://staticx-tuner.zacks.com/images/default_article_images/default38.jpg,
34,EvKE_1z1I95ncbNoOEyUAOOJpYzyO16NGgCijhsuveQ,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}","Exxon, Chevron, Shell: Death By ESG",Michael Boyd,2021-05-28T09:44:04Z,https://seekingalpha.com/article/4431884-exxon-chevron-shell-death-by-esg?source=feed,"['BLK', 'BP', 'CNQ', 'COP', 'CVX', 'DVN', 'EC', 'EQNR', 'IMO', 'IWM', 'MPC', 'OXY', 'PSX', 'PTR', 'RDS.A', 'RDS.B', 'SPY', 'SSL', 'SU', 'TOT', 'VLO', 'XOM']","Oil supermajors have been under attack in recent weeks, both in the boardroom and in the court system. Reaching climate goals is a partnership, not via a war against old school oil & gas.",https://seekingalpha.com/amp/article/4431884-exxon-chevron-shell-death-by-esg,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1208927668/medium_image_1208927668.jpg,
35,_AU6bScJUuTVjla1Pw0Opmbpei6EkggEgdr_BD8WQg0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Wall Street Completes a Mixed May: What Next for June?,Nalak Das,2021-05-31T11:15:00Z,http://www.zacks.com/stock/news/1633431/wall-street-completes-a-mixed-may-what-next-for-june?cid=CS-ZC-FT-analyst_blog|industry_focus-1633431,"['HD', 'BX', 'APD', 'DOW', 'SCCO', 'MPC']","Some of the stocks that are likely to gain in June are: SCCO, DOW, HD, BX, MPC and APD.",https://www.zacks.com/amp/stock/news/1633431/wall-street-completes-a-mixed-may-what-next-for-june,https://staticx-tuner.zacks.com/images/articles/main/08/371.jpg,
36,nQ3hDqc0BhfomawoSoSfvySVYWr-PpKXNucQisnCgeg,"{'name': 'Investing.com', 'homepage_url': 'https://www.investing.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/investing.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/investing.ico'}",Wall Street Completes a Mixed May: What Next for June?,Zacks Investment Research,2021-05-31T11:15:00Z,https://www.investing.com/analysis/wall-street-completes-a-mixed-may-what-next-for-june-200583352,"['SCCO', 'HD', 'BX', 'APD', 'MPC']",,https://m.investing.com/analysis/wall-street-completes-a-mixed-may-what-next-for-june-200583352?ampMode=1,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,
37,H4OacsW1duyOQ7oxWpPxwab7Pf23gsJv5je6yZh8Kwo,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Here Are the Top Performing S&P 500 Energy Stocks From May,Nilanjan Choudhury,2021-06-02T12:00:00Z,http://www.zacks.com/stock/news/1643918/here-are-the-top-performing-sp-500-energy-stocks-from-may?cid=CS-ZC-FT-analyst_blog|industry_focus-1643918,"['FTI', 'SLB', 'DVN', 'MPC', 'BKR']","Some of the best-performing S&P 599 constituents in May were energy firms like Baker Hughes (BKR), Schlumberger (SLB), TechnipFMC (FTI), Devon Energy (DVN) and Marathon Petroleum (MPC).",https://www.zacks.com/amp/stock/news/1643918/here-are-the-top-performing-sp-500-energy-stocks-from-may,https://staticx-tuner.zacks.com/images/articles/main/6d/3880.jpg,
38,wGselwypS072EB2KBqP-U5WRclTek2V3ikL_9HoKEUY,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","The Zacks Analyst Blog Highlights: Baker Hughes, Schlumberger, TechnipFMC, Devon Energy and Marathon Petroleum",Zacks Equity Research,2021-06-03T12:16:00Z,http://www.zacks.com/stock/news/1649007/the-zacks-analyst-blog-highlights-baker-hughes-schlumberger-technipfmc-devon-energy-and-marathon-petroleum?cid=CS-ZC-FT-press_releases-1649007,"['FTI', 'SLB', 'DVN', 'MPC', 'BKR']","The Zacks Analyst Blog Highlights: Baker Hughes, Schlumberger, TechnipFMC, Devon Energy and Marathon Petroleum",https://www.zacks.com/amp/stock/news/1649007/the-zacks-analyst-blog-highlights-baker-hughes-schlumberger-technipfmc-devon-energy-and-marathon-petroleum,https://staticx-tuner.zacks.com/images/articles/main/07/420.jpg,
39,COgEzXRCj70-wSkUZvd_DjNEytO90OP6nms6a3eNfAU,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Why Is Marathon Petroleum (MPC) Up 6.1% Since Last Earnings Report?,Zacks Equity Research,2021-06-03T15:31:39Z,http://www.zacks.com/stock/news/1649961/why-is-marathon-petroleum-mpc-up-61-since-last-earnings-report?cid=CS-ZC-FT-realtime_blog-1649961,['MPC'],Marathon Petroleum (MPC) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,https://www.zacks.com/amp/stock/news/1649961/why-is-marathon-petroleum-mpc-up-61-since-last-earnings-report,https://staticx-tuner.zacks.com/images/default_article_images/default33.jpg,
40,OZTUID15QOg8ieTAeQza781Ytt5MAhfNc-wwqJNFJBg,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Should SPDR Russell 1000 Yield Focus ETF (ONEY) Be on Your Investing Radar?,Zacks Equity Research,2021-06-09T10:20:03Z,https://www.zacks.com/stock/news/1679212/should-spdr-russell-1000-yield-focus-etf-oney-be-on-your-investing-radar,"['ONEY', 'F', 'HPQ', 'MPC', 'VTV', 'IWD']",Style Box ETF report for ONEY,https://www.zacks.com/amp/stock/news/1679212/should-spdr-russell-1000-yield-focus-etf-oney-be-on-your-investing-radar,https://staticx-tuner.zacks.com/images/default_article_images/default28.jpg,
41,ZCgxmP5lecdhYm21er9tAtf4nUAxKkYRVLZj_wGNX_U,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Marathon (MPC), 7-Eleven to Sell Stores Obeying FTC Order",Zacks Equity Research,2021-06-30T17:51:00Z,https://www.zacks.com/stock/news/1756312/marathon-mpc-7-eleven-to-sell-stores-obeying-ftc-order,"['MPC', 'OAS', 'WLL', 'MTDR']","Per the proposed consent decree, Marathon Petroleum (MPC) and 7-Eleven must divest 124 retail fuel outlets to Anabi Oil including 123 Speedway sites and one 7-Eleven store.",https://www.zacks.com/amp/stock/news/1756312/marathon-mpc-7-eleven-to-sell-stores-obeying-ftc-order,https://staticx-tuner.zacks.com/images/articles/main/71/3999.jpg,
42,7bPkN27AkSJKzHWiLd7CGZhQcZoCWBkW1qgVYZLjktg,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",Marathon Petroleum's Problem: Spending The Speedway Cash,Laura Starks,2021-07-02T04:48:33Z,https://seekingalpha.com/article/4437552-marathon-petroleums-problem-spending-the-speedway-cash,"['MPLX', 'MPC']","Marathon Petroleum's sale of Speedway to 7-11 for $21 billion is complete; however, the FTC is requiring the spinoff of 270 stations and investors appear underwhelmed.",https://seekingalpha.com/amp/article/4437552-marathon-petroleums-problem-spending-the-speedway-cash,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1207512240/medium_image_1207512240.jpg,
43,_qYBzpp0PWuwZdfDsVDc9u9sksair2wCDOaDdYEI_gc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Marathon's (MPC) St. Paul Park Refinery Workers Call Off Strike,Zacks Equity Research,2021-07-06T17:47:00Z,https://www.zacks.com/stock/news/1758303/marathons-mpc-st-paul-park-refinery-workers-call-off-strike,"['MPC', 'BKR', 'OAS', 'MTDR']",Marathon Petroleum's (MPC) renewed offer comprises measures that restrict the company's power to outsource work carried out by union employees.,https://www.zacks.com/amp/stock/news/1758303/marathons-mpc-st-paul-park-refinery-workers-call-off-strike,https://staticx-tuner.zacks.com/images/articles/main/47/847.jpg,
44,modndogYbu_zjYnEg65N9XLBa4ND8ZxiITIVRZy6ic0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Upstream's Ideal Oil Scenario Turns Into Refineries' Nightmare,Kaibalya Pravo Dey,2021-07-08T11:58:00Z,https://www.zacks.com/stock/news/1759043/upstreams-ideal-oil-scenario-turns-into-refineries-nightmare,"['COP', 'HES', 'VLO', 'MPC', 'HFC']","Crude prices have surged from last year's historic crash, in turn boosting the bottom line of companies like ConocoPhillips (COP), Hess (HES) and others.",https://www.zacks.com/amp/stock/news/1759043/upstreams-ideal-oil-scenario-turns-into-refineries-nightmare,https://staticx-tuner.zacks.com/images/articles/main/4a/2239.jpg,
45,HLPWZdNvdDa-nSDhwZ2BcpcNZknpe_kjhc9hK1ELQ2k,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/marketwatch.ico'}",Here are Wall Street’s 20 favorite energy stocks as crude oil hits a 6-year high,MarketWatch,2021-07-10T14:39:00Z,https://www.marketwatch.com/story/here-are-wall-streets-20-favorite-energy-stocks-as-crude-oil-hits-a-6-year-high-11625575911,"['REGI', 'ET', 'PDCE', 'CNX', 'PXD', 'LPG', 'BCEI', 'DVN', 'EQT', 'PVAC', 'GPRE', 'COP', 'MPC', 'VLO', 'TALO', 'BKR', 'CVX', 'EPD', 'EOG', 'PSX']",Some of these oil stocks feature attractive dividend yields.,https://www.marketwatch.com/amp/story/here-are-wall-streets-20-favorite-energy-stocks-as-crude-oil-hits-a-6-year-high-11625575911,https://images.mktw.net/im-364794/social,
